year,industry1,industry2,industry3,occupation1,job_vacancy,quarter
2012,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2900,Q1
2012,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",700,Q2
2012,services,information and communications,"telecommunications, broadcasting and publishing",total,600,Q3
2012,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",400,Q4
2012,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",200,Q1
2012,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-,Q2
2012,services,information and communications,it and other information services,total,900,Q3
2012,services,information and communications,it and other information services,"professional, managers, executive and technicians",900,Q4
2012,services,information and communications,it and other information services,"clerical, sales and services workers",-,Q1
2012,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-,Q2
2012,services,financial and insurance services,financial services,total,2100,Q3
2012,services,financial and insurance services,financial services,"professional, managers, executive and technicians",1700,Q4
2012,services,financial and insurance services,financial services,"clerical, sales and services workers",300,Q1
2012,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-,Q2
